,Date,High,Low,Open,Close,Volume,Adj Close
0,2021-01-04,75.23999786376953,69.88999938964844,74.80000305175781,70.72000122070312,5732800,70.72000122070312
1,2021-01-05,73.2699966430664,70.43000030517578,70.5,72.55000305175781,4029500,72.55000305175781
2,2021-01-06,74.06999969482422,71.13999938964844,72.69999694824219,72.19999694824219,3612500,72.19999694824219
3,2021-01-07,75.44000244140625,72.63999938964844,72.63999938964844,73.9800033569336,3993700,73.9800033569336
4,2021-01-08,75.48999786376953,71.95999908447266,74.91000366210938,72.97000122070312,3104200,72.97000122070312
5,2021-01-11,73.0999984741211,70.8499984741211,71.30000305175781,72.12000274658203,2725000,72.12000274658203
6,2021-01-12,72.70999908447266,70.80999755859375,72.13999938964844,72.47000122070312,2763100,72.47000122070312
7,2021-01-13,72.51000213623047,70.7699966430664,71.77999877929688,72.25,2772100,72.25
8,2021-01-14,76.52999877929688,73.37000274658203,73.58999633789062,75.83999633789062,5228200,75.83999633789062
9,2021-01-15,76.29000091552734,72.87000274658203,75.04000091552734,72.91999816894531,3125000,72.91999816894531
10,2021-01-19,74.66999816894531,72.45999908447266,74.0,73.4800033569336,2505600,73.4800033569336
11,2021-01-20,75.16000366210938,72.2699966430664,74.04000091552734,72.81999969482422,2432300,72.81999969482422
12,2021-01-21,73.51000213623047,71.0199966430664,72.5,72.66000366210938,3100000,72.66000366210938
13,2021-01-22,72.27999877929688,70.66000366210938,71.66999816894531,71.95999908447266,2636600,71.95999908447266
14,2021-01-25,70.86000061035156,66.91000366210938,70.7300033569336,68.41999816894531,7703000,68.41999816894531
15,2021-01-26,69.08999633789062,66.4800033569336,69.0,66.5,4754600,66.5
16,2021-01-27,68.52999877929688,64.33999633789062,65.43000030517578,66.18000030517578,4557600,66.18000030517578
17,2021-01-28,70.58000183105469,67.44999694824219,69.29000091552734,69.05000305175781,5089900,69.05000305175781
18,2021-01-29,69.33000183105469,64.26000213623047,68.6500015258789,65.0,5930300,65.0
19,2021-02-01,66.55000305175781,64.66000366210938,65.94999694824219,65.75,3547900,65.75
20,2021-02-02,68.91000366210938,65.83999633789062,67.16999816894531,68.68000030517578,3839200,68.68000030517578
21,2021-02-03,70.02999877929688,68.30999755859375,69.0,69.41999816894531,2907700,69.41999816894531
22,2021-02-04,71.87000274658203,69.87999725341797,70.4000015258789,70.83999633789062,3588800,70.83999633789062
23,2021-02-05,72.98999786376953,71.02999877929688,71.66999816894531,71.58000183105469,3129600,71.58000183105469
24,2021-02-08,72.5,70.58000183105469,72.5,70.69999694824219,2701200,70.69999694824219
25,2021-02-09,70.75,68.30999755859375,70.75,68.88999938964844,3017000,68.88999938964844
26,2021-02-10,70.69000244140625,68.54000091552734,69.25,68.7699966430664,4418300,68.7699966430664
27,2021-02-11,69.83000183105469,67.41000366210938,69.0,67.98999786376953,3255200,67.98999786376953
28,2021-02-12,68.30000305175781,66.6500015258789,66.66000366210938,67.62999725341797,3167700,67.62999725341797
29,2021-02-16,74.76000213623047,68.37999725341797,69.0,74.19999694824219,9398900,74.19999694824219
30,2021-02-17,76.6500015258789,72.48999786376953,73.36000061035156,75.11000061035156,5978000,75.11000061035156
31,2021-02-18,75.9800033569336,72.9000015258789,74.30999755859375,75.12000274658203,3583600,75.12000274658203
32,2021-02-19,79.7300033569336,76.5,76.62000274658203,78.87000274658203,5659900,78.87000274658203
33,2021-02-22,88.75,79.01000213623047,79.56999969482422,86.2300033569336,15159300,86.2300033569336
34,2021-02-23,90.47000122070312,82.7699966430664,87.30999755859375,90.05000305175781,10128200,90.05000305175781
35,2021-02-24,97.08000183105469,91.62000274658203,91.66999816894531,96.66000366210938,9811100,96.66000366210938
36,2021-02-25,99.23999786376953,88.51000213623047,98.01000213623047,91.62999725341797,10355800,91.62999725341797
37,2021-02-26,94.2300033569336,89.2699966430664,91.0,93.2699966430664,5559100,93.2699966430664
38,2021-03-01,93.12000274658203,89.70999908447266,92.77999877929688,91.3499984741211,14424600,91.3499984741211
39,2021-03-02,95.5,91.98999786376953,92.69999694824219,93.62000274658203,19521500,93.62000274658203
40,2021-03-03,97.36000061035156,93.93000030517578,94.02999877929688,94.4800033569336,8763400,94.4800033569336
41,2021-03-04,96.37999725341797,87.88999938964844,96.13999938964844,91.61000061035156,6495100,91.61000061035156
42,2021-03-05,90.55000305175781,80.55000305175781,89.91000366210938,86.51000213623047,9543900,86.51000213623047
43,2021-03-08,89.61000061035156,85.23999786376953,87.98999786376953,87.91000366210938,4825300,87.91000366210938
44,2021-03-09,90.25,85.4000015258789,89.0,89.55999755859375,3770400,89.55999755859375
45,2021-03-10,92.08999633789062,86.45999908447266,90.0,87.31999969482422,5551500,87.31999969482422
46,2021-03-11,89.66999816894531,86.30000305175781,88.55999755859375,87.98999786376953,4743800,87.98999786376953
47,2021-03-12,90.31999969482422,87.6500015258789,87.7300033569336,90.22000122070312,3918000,90.22000122070312
48,2021-03-15,96.9000015258789,92.0,92.25,94.55000305175781,7997300,94.55000305175781
49,2021-03-16,94.0,88.33999633789062,93.51000213623047,89.5199966430664,5395500,89.5199966430664
50,2021-03-17,91.44999694824219,87.91999816894531,89.55999755859375,91.44999694824219,3961300,91.44999694824219
51,2021-03-18,92.16000366210938,88.22000122070312,91.62999725341797,88.41000366210938,4032300,88.41000366210938
52,2021-03-19,91.04000091552734,86.52999877929688,88.76000213623047,90.72000122070312,6068700,90.72000122070312
53,2021-03-22,90.26000213623047,87.8499984741211,89.45999908447266,88.9000015258789,3828000,88.9000015258789
54,2021-03-23,88.05999755859375,83.04000091552734,87.38999938964844,83.9000015258789,6076400,83.9000015258789
55,2021-03-24,89.0999984741211,80.55999755859375,86.0,81.58000183105469,8644500,81.58000183105469
56,2021-03-25,84.25,78.86000061035156,80.0,83.44999694824219,4898100,83.44999694824219
57,2021-03-26,86.33000183105469,81.68000030517578,84.95999908447266,84.55999755859375,3313100,84.55999755859375
58,2021-03-29,85.19999694824219,81.5999984741211,84.6500015258789,82.87000274658203,2536100,82.87000274658203
59,2021-03-30,85.97000122070312,83.05999755859375,83.13999938964844,85.3499984741211,2715700,85.3499984741211
60,2021-03-31,86.83999633789062,84.44000244140625,85.12999725341797,85.61000061035156,3189700,85.61000061035156
